iteration,total_loss,train/fps,train/sec_sample,eval/fps,eval/sec_sample,PQ,mAP@50,mean_uncertainty,SQ,RQ,mAP,mAP@25,perf/val_sec_sample,perf/val_fps
3167,12.914473682641985,0.6827386561905509,1.46470366649919,43.527977645058506,0.114868649326455,44.50861630799402,64.59895877985596,0.0808559496007445,67.18681604587668,66.24605678233438,26.4605913291305,82.90117116729829,0.114868649326455,43.527977645058506
3311,11.800457421690226,0.6843680062197062,1.4612021675002325,42.64813502721351,0.1172384207846259,42.89426830964948,62.751077308496086,0.0829366801513565,66.42904367422258,64.57155776622201,24.07783024644841,82.44765327681799,0.1172384207846259,42.64813502721351
3455,14.693124222569168,0.6877861075734397,1.4539424490003512,43.628281375610335,0.1146045602152728,45.42747685643256,66.1815218637041,0.0505900438357558,66.87599378068984,67.92792792792793,26.06187941650856,83.22585245073965,0.1146045602152728,43.628281375610335
3599,13.479741420131177,0.7734734063674779,1.2928697564993854,43.1048375423991,0.1159962613263966,47.98902186909735,68.19933709437787,0.0556430980666644,66.86470380427563,71.77033492822966,26.62232938768155,84.0602017351024,0.1159962613263966,43.1048375423991
3743,14.603529057465494,0.6829685311958964,1.4641965939999864,47.00501566831964,0.1063716271319082,50.9660953707658,71.2691785628709,0.0651078595158954,67.8983017832421,75.06240072611754,29.86947648587884,85.39212434700696,0.1063716271319082,47.00501566831964
3887,12.557259717490524,0.6846864803379431,1.4605230445004054,41.19868156592474,0.1213631070207712,49.57510696403912,68.95856367039492,0.0484982595597911,68.81951835342764,72.03640500568828,30.18665326378808,84.6893371817604,0.1213631070207712,41.19868156592474
4031,11.429503362625836,0.6836481126910812,1.4627493639991371,43.299067891546,0.1154759269304324,51.261547215481976,71.78715703390583,0.0437499816374232,68.29701296687398,75.05679236710586,30.078418595361544,85.23594285390926,0.1154759269304324,43.299067891546
4175,9.498698386363683,0.6842680156898102,1.4614159200000358,41.99796391808729,0.1190533905346455,51.58173229333865,71.64291532528496,0.0796760964569532,68.53179459492156,75.26686350215762,30.74283475415949,85.48518644912066,0.1190533905346455,41.99796391808729
4319,10.210365164792163,0.6841466310079939,1.461674965500606,41.38793827423782,0.1208081438333516,52.67764317738962,73.7016168852191,0.0484958901070058,68.45301511832167,76.95445275322909,31.271306217609407,85.95539946708504,0.1208081438333516,41.38793827423782
4463,20.557044328190383,0.7295334465268681,1.3754120724997847,41.79203001837807,0.1196400365763818,50.99759198389293,71.08315668264777,0.0615692748946862,69.02071146191288,73.88737511353315,30.86171974313906,85.2262954001513,0.1196400365763818,41.79203001837807
4607,21.56899048620835,0.6759142130961051,1.4794778285004213,42.150157840698185,0.1186235178263612,50.626755304286085,70.82713026223217,0.0573119862367295,67.67673854962013,74.80673033196908,28.74242427749846,84.89872672617155,0.1186235178263612,42.150157840698185
4751,9.56347343325615,0.6851296397023316,1.4595979109999462,41.98195676687954,0.1190987839791356,51.39495190122595,72.48389203055193,0.0402105706743896,68.16561049873616,75.39718565592374,30.425764131190924,85.49097508800904,0.1190987839791356,41.98195676687954
4895,9.17048011533916,0.6814002312964134,1.4675674599993729,47.28304004521345,0.1057461617361923,50.30032816346527,70.40211371420251,0.0417011053974015,67.76999538058065,74.2221212809448,28.962232946560768,85.44228422443032,0.1057461617361923,47.28304004521345
5039,14.593677288852632,0.6785219869992932,1.4737959104995753,42.01254750456395,0.1190120641805126,52.038286182598206,72.7552007592411,0.0286348514879743,68.0821376199037,76.43456566114766,30.32900160029442,85.58499290613076,0.1190120641805126,42.01254750456395
5183,8.2797722062096,0.6837139226803852,1.4626113594995331,42.8343149285404,0.1167288424792458,51.45397043268181,71.16527324695515,0.0364708387189441,68.5429254612331,75.06824385805277,31.32690016954745,84.9436870605988,0.1167288424792458,42.8343149285404
5327,10.315653313184155,0.7338813530205408,1.367896245999873,42.79351068728192,0.1168401451457915,52.84578960533396,73.37224944346067,0.0272678577198853,68.50380134024772,77.14285714285715,31.896385338598108,85.87010046158233,0.1168401451457915,42.79351068728192
5471,12.248259997460991,0.681935728974179,1.4664167910004835,41.4531339857518,0.1206181419652997,52.610479615167215,73.63164516270065,0.0553883135111795,68.79232932510172,76.4772470002264,31.656380245175885,86.21849009897682,0.1206181419652997,41.4531339857518
5615,16.73481830675155,0.681029214841063,1.4683660560003773,42.45969193523261,0.1177587441667482,55.80565297054657,76.24964577538353,0.0470949420964138,70.42596958783018,79.24016282225237,36.242485320080334,86.37075187182394,0.1177587441667482,42.45969193523261
5759,11.359103423543274,0.6837256205133586,1.4625766845001635,41.3762062209654,0.1208423984861737,53.17398847297662,73.53544679710838,0.0487895857335792,69.05733111572862,76.99977339678223,32.40492106713667,85.92243614077816,0.1208423984861737,41.3762062209654
5903,11.406736081233248,0.6861900747484928,1.457351839499097,42.96881669140344,0.1163634557569821,53.03598817477143,74.06788625097282,0.0367377651208597,69.29451024370609,76.5370705244123,33.41467071197456,86.63119691228867,0.1163634557569821,42.96881669140344
6047,12.401609900407491,0.679337890256998,1.472021756499089,47.655924946245136,0.1049187484166951,54.32591883713173,75.81683523273925,0.0470095714812891,68.70722268023749,79.06871609403255,33.16667757891228,86.54536261588969,0.1049187484166951,47.655924946245136
6191,10.927650247700512,0.8061049390853628,1.2694620545007638,40.25448774213353,0.1242097535069761,50.67506870979589,70.1781633928396,0.0414407870783987,67.87004789769072,74.66484889797773,29.82547755135805,84.90186146196847,0.1242097535069761,40.25448774213353
6335,7.309116874006577,0.6786340028928183,1.4735487654997996,41.4621709158604,0.12059185251410377,51.67345595698703,72.30074023502448,0.044505758159276515,68.55407677778133,75.37619699042408,31.025972957835172,85.04712706380543,0.12059185251410377,41.4621709158604
